X1,lextaleRespEsp,lextaleRespEspCorr,lextaleRespEspRT,lex_pres_order,word,translation,corrAnsEspV,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,Order,corrAns
34,z,0,3.54727,32,fatacidad,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
35,m,1,1.49163,33,pauca,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
36,z,1,0.89094,34,aviso,notice,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
37,m,1,2.472745,35,rompido,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
38,z,1,0.80397,36,loro,parrot,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
39,z,1,1.1381,37,granuja,rascal,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
40,z,1,1.100865,38,estornudar,sneeze,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
41,z,1,1.560045,39,torpe,clumsy,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
42,z,1,1.204295,40,alfombra,carpet,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
43,z,1,1.19066,41,rebuscar,rummage,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
44,m,1,1.62658,42,cadallo,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
45,z,1,0.946435,43,canela,cinnamon,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
46,z,1,0.91034,44,cuchara,spoon,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
47,z,1,1.080665,45,jilguero,goldfinch,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
48,z,1,1.49735,46,martillo,hammer,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
49,m,1,2.15292,47,cartinar,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
50,z,1,0.70592,48,ladrón,thief,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
51,z,1,1.005375,49,ganar,win,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
52,m,1,1.902625,50,flamida,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
53,z,1,0.75338,51,candado,padlock,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
54,z,1,1.041185,52,camisa,shirt,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
55,m,1,1.871225,53,vegada,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
56,z,1,1.274345,54,fomentar,promote,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
57,z,1,1.10366,55,nevar,snow,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
58,z,1,1.103805,56,musgo,moss,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
59,z,1,1.04981,57,tacaño,stingy,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
60,z,0,2.0563700000000003,58,plaudir,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
61,z,1,0.668665,59,besar,kiss,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
62,z,1,0.857475,60,matar,kill,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
63,z,1,0.948475,61,seda,silk,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
64,z,1,0.6254149999999999,62,flaco,skinny,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
65,z,0,1.28708,63,esposante,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
66,z,1,0.735745,64,orgulloso,proud,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
67,z,1,1.1207200000000002,65,bizcocho,cake,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
68,m,1,3.055205,66,hacido,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
69,z,1,0.823095,67,cabello,hair,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
70,z,1,0.8848299999999999,68,alegre,cheerful,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
71,z,1,1.00662,69,engatusar,cajole,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
72,z,0,1.254575,70,temblo,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
73,z,1,0.902465,71,polvoriento,dusty,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
74,m,1,3.921955,72,pemición,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
75,z,1,1.166825,73,hervidor,kettle,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
76,z,0,1.303655,74,cintro,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
77,z,1,1.005275,75,yacer,lie,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
78,z,1,0.807625,76,atar,tie,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
79,z,1,1.01932,77,tiburón,shark,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
80,z,1,1.120995,78,frondoso,leafy,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
81,m,1,1.62183,79,tropaje,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
82,z,1,0.871725,80,hormiga,ant,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
83,z,1,0.637335,81,pozo,well,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
84,z,0,1.48915,82,empirador,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
85,z,1,0.95799,83,guante,glove,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
86,m,1,1.220385,84,escuto,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
87,m,0,1.57468,85,laud,lute,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
88,z,1,0.702825,86,barato,cheap,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
89,m,1,1.68787,87,grodo,NW,m,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
90,z,1,1.135965,88,acantilado,cliff,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
91,z,1,0.78947,89,prisa,hurry,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
92,z,1,0.92042,90,clavel,carnation,z,56,Hombre,México,México,México,Un poco de universidad,español,español,5eaeebe9db992b0488624216,2020-07-11_15h14.19.225,lemma_segmentation,Win32,5f0a1c98e4af132da20cf715,NA,NA
3,z,0,1.374055,1,terzo,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
4,z,1,1.469765,2,pellizcar,pinch,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
5,z,1,2.4820450000000003,3,pulmones,lungs,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
6,z,0,1.7715599999999998,4,batillón,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
7,z,1,1.01098,5,zapato,shoe,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
8,z,1,3.686135,6,tergiversar,distort,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
9,z,1,0.948605,7,pésimo,abysmal,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
10,z,0,2.132245,8,cadeña,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
11,z,1,2.271595,9,hacha,axe,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
12,m,1,8.151,10,antar,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
13,z,1,1.29866,11,cenefa,edging,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
14,z,1,1.917545,12,asesinato,murder,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
15,z,1,0.934795,13,helar,freeze,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
16,z,1,1.18794,14,yunque,anvil,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
17,z,1,0.8275,15,regar,water,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
18,m,1,2.988455,16,abracer,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
19,z,0,1.448705,17,floroso,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
20,m,1,1.245315,18,arsa,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
21,z,0,1.954635,19,brecedad,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
22,z,1,0.8884700000000001,20,ávido,avid,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
23,z,0,3.27528,21,capillo,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
24,z,1,2.151205,22,lacayo,lackey,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
25,m,1,2.234825,23,lampera,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
26,z,1,0.97627,24,látigo,whip,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
27,z,1,0.73209,25,bisagra,hinge,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
28,z,1,0.8500200000000001,26,secuestro,kidnapping,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
29,m,1,2.344725,27,acutación,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
30,z,1,2.38348,28,merodear,prowl,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
31,m,1,2.03831,29,decar,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
32,m,1,4.77738,30,alardio,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
33,z,1,2.761645,31,pandilla,gang,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
34,m,1,7.134745,32,fatacidad,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
35,z,0,1.590155,33,pauca,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
36,z,1,0.76679,34,aviso,notice,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
37,m,1,1.39289,35,rompido,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
38,z,1,3.502675,36,loro,parrot,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
39,z,1,0.989295,37,granuja,rascal,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
40,z,1,1.010825,38,estornudar,sneeze,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
41,z,1,0.741935,39,torpe,clumsy,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
42,z,1,0.70891,40,alfombra,carpet,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
43,z,1,0.85231,41,rebuscar,rummage,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
44,m,1,1.44382,42,cadallo,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
45,z,1,0.944875,43,canela,cinnamon,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
46,z,1,0.99926,44,cuchara,spoon,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
47,z,1,1.19966,45,jilguero,goldfinch,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
48,z,1,1.81589,46,martillo,hammer,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
49,m,1,1.63276,47,cartinar,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
50,z,1,0.687585,48,ladrón,thief,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
51,z,1,0.634445,49,ganar,win,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
52,m,1,2.703875,50,flamida,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
53,z,1,0.7656850000000001,51,candado,padlock,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
54,z,1,1.066425,52,camisa,shirt,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
55,m,1,3.238825,53,vegada,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
56,z,1,1.325175,54,fomentar,promote,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
57,z,1,0.689195,55,nevar,snow,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
58,z,1,2.01635,56,musgo,moss,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
59,z,1,0.915865,57,tacaño,stingy,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
60,z,0,1.143815,58,plaudir,NW,m,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
61,z,1,0.670575,59,besar,kiss,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
62,z,1,0.5934699999999999,60,matar,kill,z,34,Hombre,México,México,México,Un poco de universidad,español,español,5eb3966158efe7182e31ff92,2020-07-09_13h11.46.878,lemma_segmentation,Win32,5f075d4d742e9b35b381b0ca,NA,NA
